"","InitialPos","p_N","d_N","p_Cab","d_Cab","p_Car","d_Car","p_Cw","d_Cw","p_Cm","d_Cm","p_LAI","d_LAI","p_lidfa","d_lidfa","niter"
"1",1,1.29418541256335,0.404992215801065,46.4087832035409,29.0646972120418,15.0989397889562,9.43882918642839,0.00920686865259306,0.0102131278017874,0.012379605786004,0.00330530327471426,2.03982677663095,0.253422448629282,81.8383136341939,79.4700668886429,74
"2",1,2.29615977282637,0.596982144461957,62.5182812947019,45.1741953032028,12.7747679018154,7.1146572992875,0.0143655037603568,0.00505449269402362,0.0130968374966128,0.00402253498532304,0.519593272367774,1.26681105563389,27.7083121346736,25.3400653891226,74
"3",1,1.60106261632594,0.0981150120384764,39.9164982357649,22.5724122442659,18.8021256708151,13.1420150682873,0.0107669797778719,0.00865301667650852,0.00941325517770678,0.000338952666417059,0.667802175652031,1.11860215234963,37.3806541918841,35.0124074463331,74
"4",1,0.8,0.899177628364414,26.4006911984623,9.05660520696332,22.4486836769067,16.7885730743789,0.005,0.0144199964543805,0.005,0.00407430251128972,1.46334808807493,0.323056239926732,60.9017537404925,58.5335069949415,74
"5",1,2.03420234633766,0.335024717973247,51.6807175508659,34.3366315593669,9.04419751308126,3.3840869105534,0.0121790490929967,0.00724094736138372,0.0113677544027576,0.00229345189146785,0.798730087231459,0.987674240770204,53.2567886784521,50.8885419329011,74
"6",1,1.40384864309544,0.29532898526897,32.5941430702295,15.2500570787305,4.59706702480853,1.06304357771932,0.00864251042442678,0.0107774860299537,0.00787670039981823,0.00119760211147149,1.16580399420668,0.620600333794988,63.5989866074985,61.2307398619475,74
"7",1,0.8,0.899177628364414,27.5212280360199,10.1771420445209,8.6654094552835,3.00529885275564,0.005,0.0144199964543805,0.00601831868547013,0.00305598382581959,1.83154177352454,0.045137445522877,71.2135831281188,68.8453363825678,74
"8",1,2.5,0.800822371635586,74.2565484065121,56.9124624150131,16.6064429856548,10.946332383127,0.0161115774189707,0.00330841903540973,0.0148312280311992,0.00575692551990952,0.406670536435966,1.3797337915657,2.75596695591179,0.387720210360787,74
"9",1,0.8,0.899177628364414,17.6397641411213,0.29567814962228,3.57483446649209,2.08527613603576,0.005,0.0144199964543805,0.005,0.00407430251128972,0.915443342009523,0.87096098599214,17.8052808644769,15.4370341189259,74
"10",1,2.49941024106061,0.800232612696201,71.5929506533357,54.2488646618367,23.3969275569139,17.736816954386,0.0160196277224965,0.00340036873188395,0.0147558647888723,0.00568156227758255,0.427555807333252,1.35884852066841,13.3606823012902,10.9924355557392,74
