"","N","Cab","Car","Cw","Cm","LAI","lidfa","TypeLidf","tts","tto"
"2",1.37093898185994,48.2659372333437,13.0403383926023,0.0130408424818888,0.0195146346103866,3.75270050277468,30.0008632843383,0,0,30
"3",1.37093898185994,48.2659372333437,13.0403383926023,0.0130408424818888,0.0195146346103866,3.75270050277468,30.0008632843383,0,0,30
"4",1.37093898185994,48.2659372333437,13.0403383926023,0.0130408424818888,0.0195146346103866,3.75270050277468,30.0008632843383,0,0,30
"5",1.37093898185994,48.2659372333437,13.0403383926023,0.0130408424818888,0.0195146346103866,3.75270050277468,30.0008632843383,0,0,30
"6",1.37093898185994,48.2659372333437,13.0403383926023,0.0130408424818888,0.0195146346103866,3.75270050277468,30.0008632843383,0,0,30
"7",1.37093898185994,48.2659372333437,13.0403383926023,0.0130408424818888,0.0195146346103866,3.75270050277468,30.0008632843383,0,0,30
"8",1.37093898185994,48.2659372333437,13.0403383926023,0.0130408424818888,0.0195146346103866,3.75270050277468,30.0008632843383,0,0,30
"9",1.37093898185994,48.2659372333437,13.0403383926023,0.0130408424818888,0.0195146346103866,3.75270050277468,30.0008632843383,0,0,30
"10",1.37093898185994,48.2659372333437,13.0403383926023,0.0130408424818888,0.0195146346103866,3.75270050277468,30.0008632843383,0,0,30
"11",1.37093898185994,48.2659372333437,13.0403383926023,0.0130408424818888,0.0195146346103866,3.75270050277468,30.0008632843383,0,0,30
