"","Cab","Cw","LAI","Cm","SCE_Cab","SCE_Cw","SCE_LAI","SCE_Cm","LBFGSB_Cab","LBFGSB_Cw","LBFGSB_LAI","LBFGSB_Cm","SCE_iter","LBFGSB_fncall"
"1",10.9234281126641,0.0149826698261313,1.95905491682834,0.0133246852969751,10.9397589641548,0.0150640986930497,1.95088680764593,0.013428956962264,10.9100946230758,0.0154665494363885,1.90563575239037,0.0135334444392893,20,48
"2",43.3821229224929,0.0193924938817509,3.18676550030082,0.0165805524098687,43.2424449050814,0.0196101603548995,3.14518457917883,0.0168016880870684,39.1505363423222,0.018012115693315,3.49058021870753,0.0153781891740741,20,48
"3",57.6441410456984,0.0182970817573369,3.67545752926607,0.0195178375625983,57.370600049463,0.0184020364997556,3.64436014222708,0.0196513883048932,39.3282698782248,0.0144884847863322,6,0.0150628422069286,20,48
"4",52.5441147763055,0.0129913259041496,4.15926321096586,0.0106553502520546,52.401488933189,0.0130063284282387,4.15083691357923,0.0106708316153987,39.6861932085729,0.0109228450109608,6,0.01,20,48
"5",37.1132727292296,0.0111940944031812,2.82990129657731,0.0180194962304085,36.9121417434581,0.0113868282727758,2.77572348065961,0.0184268468900556,39.1415052284297,0.01,3.11584052985362,0.0181390118492746,20,48
"6",42.8968309871662,0.0181620598491281,5.18456742273538,0.010941526691895,42.6220108917548,0.0182069950346399,5.15828104676048,0.0109994448222014,39.1570653296697,0.02,4.22655802759252,0.01,20,48
"7",56.2395266149214,0.0184079137421213,1.54583592023957,0.0136491585406475,55.6912387854336,0.0185015549892331,1.54094293567173,0.0137604972422395,39.1484618310291,0.01,2.37599431655843,0.01,20,48
"8",22.4867290719752,0.0190650047222152,5.10120319903025,0.0151694387104362,22.6124617466612,0.0194609422792798,4.85693087926624,0.0155055559972307,22.9766957526694,0.02,4.56571061134803,0.0156263395167771,20,48
"9",42.8633841844943,0.0100917234667577,3.43732603170941,0.0121913328068331,42.5677204277539,0.0101675349254106,3.40059613334713,0.012297801400761,39.1505620936317,0.01,3.50347496052035,0.0116945295507281,20,48
"10",22.4827336618679,0.0143859851104207,1.54672996113218,0.0118537623388693,22.3084790021882,0.0147895268522293,1.51838251719175,0.0123719496438301,22.3773435239854,0.0146069906815536,1.53200073547972,0.012327449604129,20,48
"11",36.9022410120821,0.0160350632970221,5.02500769852235,0.0108690508571453,36.6651104178948,0.0161235271574371,4.96650261726239,0.0109542513100928,39.1463786978676,0.0188278088877293,3.69181847964069,0.0105889622075547,20,48
"12",46.8252204968489,0.0138650896190666,1.87266771032695,0.0164667644631118,46.932733740347,0.0138405879607513,1.87518927493057,0.0164242784299918,39.1393095124226,0.01,2.408344543673,0.0127528005686723,20,48
"13",13.5341530975381,0.0127810862590559,1.29199120084432,0.0189893093961291,13.521111450147,0.0131232317905712,1.27513218030502,0.0199207649796966,13.529121127637,0.0131788863927401,1.27307291118421,0.02,20,48
"14",46.7057747633383,0.0155540121602826,4.38774058045561,0.0133197843609378,46.5134909230133,0.0156020484408486,4.36211083046712,0.013370214328278,39.2689768493457,0.0141269617550956,5.3829143020867,0.0121003324972405,20,48
"15",51.0074402996581,0.0139852678519674,2.28391104278184,0.0157468939316459,50.7471667062205,0.0140588963711156,2.27308862626356,0.0158568386419264,39.1465961510791,0.01,3.64574782756435,0.0105553746313162,20,48
"16",45.608599079025,0.0169330885913223,5.81518282795997,0.0151690783677623,45.3701866056546,0.0169547457937197,5.79482512252068,0.0152231113892645,39.2453217078562,0.0164443796634061,6,0.0135039179405118,20,48
"17",39.0964517044753,0.0158634860278107,4.20130080351608,0.0183633104595356,38.9837761447977,0.0160102754113897,4.13058377825061,0.0185604551744024,39.1552353319347,0.0162499404988327,3.98558970057825,0.0186281253329139,20,48
"18",17.984321273324,0.0156743601849303,3.84577918638309,0.0139557754481211,18.4962759736543,0.0167500828064263,3.49621002769226,0.0149550094302766,20.2618295016975,0.02,2.86143722686728,0.0165216472307132,20,48
"19",14.4890338236075,0.0179824765096419,1.5190313576242,0.0102751714969054,14.4979845323641,0.018658951963604,1.48467382938545,0.010953499146339,14.7846492236392,0.02,1.42990495398466,0.011359897726122,20,48
"20",40.6045403685565,0.0159662058041431,2.48532686285731,0.0139305307203904,40.5901877533086,0.0159778353957534,2.48359539115376,0.0139433194172703,39.1396717400181,0.0156056554716247,2.54163926871899,0.0134905193790468,20,48
"21",57.4735222741747,0.0122086690017022,3.66614932772344,0.0169091721042059,57.5408355157719,0.0121992245770573,3.67067351155104,0.0168934016693018,39.2336793712521,0.01,5.44024061872493,0.0132697469468416,20,48
"22",24.289726858131,0.0167147262953222,2.52083341023176,0.0192882710625418,24.3093927207175,0.0172092154508379,2.45780199482763,0.0199999999210562,25.2694453813991,0.02,2.20745622497032,0.02,20,48
"23",31.2895046126756,0.0179651243495755,2.03330662566634,0.0189326038630679,31.1799759053996,0.0181637745352394,2.01787477240306,0.0192705348994291,39.0598110859138,0.02,1.90319720525744,0.02,20,48
"24",27.7752797515828,0.013673695505131,2.59651294107573,0.0180716234468855,27.7956796575064,0.013951796825135,2.54625135072054,0.0185667195424006,39.0810075736172,0.0168527933710928,2.20351580614412,0.02,20,48
"25",24.679302829656,0.0188973686192185,3.302241351958,0.0187693252763711,24.867354610743,0.0193952615497697,3.20170959250607,0.0193717509817005,24.604033822605,0.0195370663629602,3.20521376357636,0.019990778357542,20,48
"26",24.9837101487409,0.0171631584083661,3.31883747782274,0.010204305278603,25.0294578214193,0.0173311941633971,3.27855008458768,0.0103021785968858,26.9533290113485,0.02,2.79980590142812,0.0108737524987831,20,48
"27",34.0386428475469,0.0144430030789226,3.11007088662106,0.0150990321510471,33.9801008397932,0.0146998467867373,3.04531021627473,0.0154145077221253,39.0825797690545,0.0165351426636979,2.69343800883743,0.0177682030386319,20,48
"28",50.4111390499313,0.0152941512549296,2.5562611778999,0.0137903013359755,50.1448549835619,0.0154004148512847,2.53866896827305,0.0139074461538593,39.1472900049485,0.0113638022048914,3.6411600327446,0.0111482041542841,20,48
"29",48.0814058308512,0.0190542255504988,4.20850677459656,0.0141374600911513,47.8215823738845,0.0191676150180765,4.16482496270607,0.0142343787730162,39.1539110944256,0.02,3.83882772756632,0.0118480106325853,20,48
"30",38.4929855051523,0.017250235856045,4.59532049549475,0.0122757158381864,38.3780708506172,0.0173161016883628,4.56122966727675,0.0123315713015162,39.1463694918921,0.0194681985170604,3.6916603135139,0.012160078880724,20,48
